query_id,gallery_id,confidence
486dd80d22f94a5496b3e670b19399a7,df7ea50171af48df81584ab7e8107d15,0.83859
9e1bede2ba464377897f1d482b7c49ae,df7ea50171af48df81584ab7e8107d15,0.93304
a1595c1d280449abbff7742dcdc90b72,e79ae27b52fa4d54aa37735fd275c66e,0.99198
58c2bd09ab0c4a56ad05b91a3de36417,34b736136487439389c10cc6bd4e9f4e,0.93183
4d5ef36361734ccdae5d52098bf0123f,34b736136487439389c10cc6bd4e9f4e,0.83238
4d78e6316a014332815f66e59a8a4099,23199e1859544647893a97ea365c5c83,0.89979
4e7bd3e813564642929978bfa51f30c7,23199e1859544647893a97ea365c5c83,0.94529
f25af2430f9345bebb1d841e5867c08d,fbfaa119f55a477984e42d80498f54d3,0.90259
44b22297fb9049d682c5ca2921bfc8fa,fbfaa119f55a477984e42d80498f54d3,0.90506
115a8b58da1343fd928c9b8e89d40878,41e657daa20545a588584578bdb4101c,0.84212
dcb5bc6262f24669a59aadae1fe8a9c6,41e657daa20545a588584578bdb4101c,0.90114
16bb236a08d141388ef98f19a4ca335b,57bcda73abab44ee930b20cdaee9d24b,0.90631
6bb81302398a41f3a58838ff31bdb0f8,57bcda73abab44ee930b20cdaee9d24b,0.95921
efa58554232841b693eb71ccc7417f3d,0accd1d0138b49049d437c0d9b1c23c3,0.94800
9b715a377ba548f682027f97bfd90fef,0accd1d0138b49049d437c0d9b1c23c3,0.98509
1423a1c6689d4577818b5aa7d4dce019,04d24d1cf42b4f7787d8d300cbad6d50,0.95567
dd907a79f4e744e2851eafcd9227e602,dd36cc0867b94d55a43b82c1c9a0e95c,0.83666
7c541d4fc72e49c0ab64a3c1d0fd1c08,dd36cc0867b94d55a43b82c1c9a0e95c,0.73268
518c046dd36b449fab3f0ffe249b1282,b83013f4c5524232814efa0f8651867f,0.89295
623639be18e04aeba2e0129efe84aab8,27fe100af7884932a33bf30f10dacc55,0.75008
12c13948584341d6a5e45dde227253f8,b83013f4c5524232814efa0f8651867f,0.91410
4d070f30ba5d4a11b0b78073f47f11a8,27fe100af7884932a33bf30f10dacc55,0.76338
a376e7d651454d5490a6836fdcfbb986,c3f66637872c4141ab3898296739457d,0.83978
127639f543af45dba72da3cecff7c65a,ce4fdd5499f8498793c11e586f7da70c,0.84492
c91c2c649312417aa86fe0975f437d9f,ce4fdd5499f8498793c11e586f7da70c,0.85043
8b60f7f0b86c4168ad03970ab04f5e6f,51c6049a18b84ee381d0512e40b67c0e,0.88627
514ebe94b40c403482de042102289b46,51c6049a18b84ee381d0512e40b67c0e,0.95729
543ddcbf2bd941a58120dad59c45ceb0,6b4676aba2a746b3ab778315afc8ee82,0.95919
107e548bacc844d38e74d9d3d4c6daef,7226603f024c45c6a6e44b00e52e8aad,0.77283
2b96b856fb814e1ea13121869bdfba59,f12e9e5805534d719f829332d1ea5d29,0.97732
b2bd2aeb78c846db8046a83ff0fa2cd1,f12e9e5805534d719f829332d1ea5d29,0.98714
dba7a96eede9465fb56a4f743a85c9c0,7226603f024c45c6a6e44b00e52e8aad,0.80407
95a37fbd9d724d448e13f4ffabbe0274,93dc50abd35349f7923100dca2f41002,0.95778
e365a82950b3437a9ffd8bbebb0713a8,93dc50abd35349f7923100dca2f41002,0.95344
5fe3bf5786b54f9f8d85861573fc9d2f,a0b4d283f12a407286dbeaa3a4d128a5,0.95030
be8193e46ed74126aa2fa3bd4d20feb7,8683a3ad55d84a78834fabe20cde5269,0.71345
e0e982cb170f440b970c9d9d1946f9dd,78809cb3c6b841a9b8b132133dd6bb96,0.88163
e0249c6a39824516a1c3d7d3d47dfde9,4e4495962a9b4864882397042f1a2b3e,0.77113
1c0381823ed0499e8e96e4cfd8b9a64a,ff51ca928cd54f4da620c27983e221f8,0.65835
2282d8cf50554304ab195b1a53c7d9f3,6dc5832f0ac04df2bd99c6415b3ecf09,0.72992
c4f8a865ba2744e0b7c4701468c16ca4,6dc5832f0ac04df2bd99c6415b3ecf09,0.61270
3d2b131349684742968cd2b214a13f76,590df34aa41f46e9ad13ffc6a98da3b7,0.92725
317db6fcd5d1443fb6271acc6ec8fe3e,590df34aa41f46e9ad13ffc6a98da3b7,0.94916
b0553ed82597421aabe852652c5915d7,d53fa54d5536463ab0d87648dfc5fd78,0.90430
8c59bfc1aa7b42cf882806e395ee4fec,d53fa54d5536463ab0d87648dfc5fd78,0.92557
deb7d97e50b24c63943a8af997d083f8,ec07b4e88bea4086a5eafed96d81edb5,0.97111
8ffc24d118e54740a39563141f642fd9,ec07b4e88bea4086a5eafed96d81edb5,0.89455
ff75e5d8a9bb46c9b12855ec33529f3f,174581fc299840e18e827432c0cce4dc,0.80179
c2b4fed7ce5c4e108721e62f2bfbb819,33b5e2ae5ebe4f548bac3a00ab0a59eb,0.91031
ab1c9263088b477082ee7d7c6f73b671,33b5e2ae5ebe4f548bac3a00ab0a59eb,0.77893
54e5b71847024cdaa9fd8a7d3fc3ea03,6c79712e67b54dd0a11d426a91207939,0.90870
f124583fb5cc42aa903308e1b43296de,6c79712e67b54dd0a11d426a91207939,0.91315
d97ddb9bd5c8460ab3b3a13992c1f179,0433768f874042a5b2d2e37ad9deae13,0.95686
3bb97a2804c84688a699e6d6b97b5e9d,e6afe89ff7bc491193141c057083d8a8,0.96909
929038d5c3ba4b189fc88a3b127ede72,0433768f874042a5b2d2e37ad9deae13,0.96197
1d36cd75ee6a4691965cfc6ebdef6a3e,f92d16d3a970487094292439c3e00923,0.78645
7baf188fc4ed41ba826b499b6d495286,f92d16d3a970487094292439c3e00923,0.82891
6a314fb4bd0e4c2097e70bd43a81fbb7,797cc520b8c94d9bbef187818ab51647,0.89880
9ae6df3c8f2549109316a434d1741a53,797cc520b8c94d9bbef187818ab51647,0.95675
2a8e892e4b784abf8fb9fd55fa443335,87fc1d6a57ea488786caaec8599c3b8b,0.90846
1ac66b061b80428b8b3758bc6dfa066b,87fc1d6a57ea488786caaec8599c3b8b,0.89531
0d4bb3432ea544988cf3bb308b46c8c8,a297e08effdf4a69a6c4d79a34a0c6ad,0.97314
2b4cf2ff830e462d96c8cfbcee5669da,a297e08effdf4a69a6c4d79a34a0c6ad,0.95145
2390c8a3de9e49be9617b01f4f21dfa9,ee337b5c1ef3431e9c120250bfec4cac,0.82675
e37905b36c44400c9dc7bc0c71a6db51,0bd1cce9370a461089e25393086800a8,0.85209
a9bb430482a1442a958b35a625eecb97,6f57d1175ad243edada61643d01fcd54,0.78713
62c71ed913414a6f9456293a4c566314,0bd1cce9370a461089e25393086800a8,0.93743
c647312353a84341a92cd4486a8b9c3e,6f57d1175ad243edada61643d01fcd54,0.75849
cc3afd20f236454a8f3a9ff08992daab,e96fae6d607246b18b8494aabe521036,0.85582
1e1ec51c4cb84f3285f79f7aeb252500,65e52d14d4d64d4fbad3de6ad319e745,0.89125
082920d4f79f4c5eb2e805b195ac3e89,65e52d14d4d64d4fbad3de6ad319e745,0.83176
759985fc2dc4496abbc7fe23cf71706f,29088685e31a4d86b60b514e98117361,0.76416
a1b386e9b08e402dba0d820140ba1a00,29088685e31a4d86b60b514e98117361,0.74681
0fed5c48002b4dd1b3ce42653a372fe6,cb2e893276894906976593c3edcb3a5f,0.93397
5b5008e2d4f7492abe1ff44e2e3e754b,cb2e893276894906976593c3edcb3a5f,0.93702
8e431e5ca5dd49a8984118e7fb05d12e,2839430464164d5ba00713b42d4d96e4,0.99362
142af56a899c43098ec79a3f762d09b6,2839430464164d5ba00713b42d4d96e4,0.99255
9f14363158ef49309f13b2aa0692d2a9,61d2391e8bc548b6bfa08f1ef2a0c47a,0.80239
ebd3c9006cf5464190f7a5edca24f0ba,61d2391e8bc548b6bfa08f1ef2a0c47a,0.78065
0135e10058cf48aa847fa399f62df6f4,90b560de76b149c09c7cd6efb3f12cfd,0.94378
2e9dbf0f864548ae8bc35b5c0d70934e,b3f8b4bec0164d0e81997b4f5a277e8f,0.93927
1db84228548c42318f1a33456931f361,c2a665cec90e46db8d2a74389beb4649,0.93391
1b5bba6ae5ff4f568094280de0bf2c1b,c2a665cec90e46db8d2a74389beb4649,0.89027
7265c466b8cf411cb462945d3ceb8145,b3f8b4bec0164d0e81997b4f5a277e8f,0.67545
bca392563d0a45d594ce43a0c540b7c9,68aefc97056440af874039a28497cf98,0.95740
bb39e720d9cf4df1a19e4ab20285bf18,86179aff3df24ff59b11e9a34974a3f4,0.98121
5c427d65b21d4bf387d1885f334834c7,b6da55bea1244cf0a753b258420946b2,0.96094
141cab6e49204199a8fb74a74fa8165a,68aefc97056440af874039a28497cf98,0.95559
7f90d0a672a44046bdf2443f14b82cb9,74bd120b8f714d03bc9dd1a703fe4d7f,0.98108
06aa6a2cf00d425998b1a815f23a0094,9677dd2a3aae457a8079087ce4177e14,0.81717
54a2df3aa63a483b8e33322f74c34dbf,9677dd2a3aae457a8079087ce4177e14,0.74691
e2d1cdb4f95c4f47bb20f91e77f469f2,74bd120b8f714d03bc9dd1a703fe4d7f,0.86082
ca37d7b02d7542a0bea6535a0d193dbc,6bedb2d6ace34e18811b7f1206b2d1b0,0.89903
ada916d5f8044eba9ac39c104e27f797,02641488de414b72b63f62b40200b101,0.98697
985e9b4be1fa45b19b48cbd6b1d37764,02641488de414b72b63f62b40200b101,0.96875
7b7e0d3f38a3435a83b8d6fb5aba99ba,f6061b71031b4ddb9384f86c103690a4,0.91330
acbc17523c034d799301828aef6ae58f,812a1568c77d46e695f8eb7357e24a0e,0.74501
68f05d38644e4af6a8b6cb1bef20c57a,f6061b71031b4ddb9384f86c103690a4,0.71860
e34f7090730d4eaa871618aa8bb5627d,5cf392f15360460bae6a6b0182bb99b9,0.81731
aff084577eae48fca44757575b1848bc,812a1568c77d46e695f8eb7357e24a0e,0.91647
f4763c7dac494231ae593878b63b4961,eff24b01b2f5428baa4c3fef6cb40d41,0.96097
adabb6bfc633432cab9ab674c1e0f975,01bbbf1caa554d94b5decb69cc1add41,0.94595
f9d7f4db082c4389a2bdcc19d6d92cba,01bbbf1caa554d94b5decb69cc1add41,0.91815
